time,Temperature,Humidity,CO₂
2011-02-01T12:59:22.398Z,19.65964415,31.97263715,535.5017348
2011-02-01T13:04:34.811Z,19.79839104,32.24465462,536.7881185
2011-02-01T13:09:49.738Z,19.94827893,32.53725124,538.0998463
2011-02-01T13:14:43.816Z,20.07837863,32.78611899,539.4213143
2011-02-01T13:19:34.385Z,20.20850732,33.0380767,540.7156634
2011-02-01T13:24:46.453Z,20.34980736,33.33279691,541.9134321
2011-02-01T13:29:32.188Z,20.47644327,33.56936627,543.0874366
2011-02-01T13:34:21.187Z,20.59740698,33.81339153,544.2219966
2011-02-01T13:39:30.256Z,20.73974122,34.08982123,545.5368866
2011-02-01T13:44:23.972Z,20.86865433,34.35058173,546.7156614
2011-02-01T13:49:23.701Z,21.00229031,34.60547075,547.8480541
2011-02-01T13:54:14.960Z,21.11670046,34.85119805,549.0101047
2011-02-01T13:59:27.941Z,21.25735701,35.09920749,550.0815896
2011-02-01T14:04:16.827Z,21.37890581,35.35341664,551.2578503
2011-02-01T14:09:20.841Z,21.50427588,35.60183277,552.3560892
2011-02-01T14:14:06.957Z,21.6283543,35.85193522,553.2908183
2011-02-01T14:18:58.474Z,21.74794136,36.09122067,554.3573238
2011-02-01T14:24:10.159Z,21.87929544,36.33877186,555.4337983
2011-02-01T14:29:05.352Z,21.98706333,36.56899656,556.386369
2011-02-01T14:33:56.381Z,22.10462237,36.78560205,557.2827012
2011-02-01T14:39:00.803Z,22.23748403,37.03120635,558.3401936
2011-02-01T14:44:03.392Z,22.34594832,37.26711026,559.2163567
2011-02-01T14:49:00.067Z,22.46387935,37.49228285,560.1133461
2011-02-01T14:54:01.182Z,22.58819428,37.74195873,561.0034502
2011-02-01T14:58:55.926Z,22.69016185,37.95158995,561.9539722
2011-02-01T15:04:07.528Z,22.80723465,38.18888671,562.8222995
2011-02-01T15:09:00.222Z,22.91706743,38.38770982,563.6432678
2011-02-01T15:14:01.212Z,23.03481018,38.62544308,564.4744336
2011-02-01T15:18:55.330Z,23.12752385,38.82027908,565.1088567
2011-02-01T15:23:42.640Z,23.23952172,39.03470736,565.8933786
2011-02-01T15:28:47.761Z,23.33883442,39.23571755,566.6186376
2011-02-01T15:33:53.342Z,23.45167889,39.46322082,567.3989889
2011-02-01T15:38:56.354Z,23.54699069,39.64068291,567.9801416
2011-02-01T15:44:09.288Z,23.65035832,39.86169417,568.7254553
2011-02-01T15:49:12.460Z,23.75889987,40.05284074,569.3487533
2011-02-01T15:54:17.941Z,23.84858871,40.2400103,569.8727023
2011-02-01T15:59:12.770Z,23.94317355,40.42227046,570.4637203
2011-02-01T16:04:08.499Z,24.03919704,40.60078379,571.1312313
2011-02-01T16:08:57.321Z,24.11518437,40.77100256,571.5282893
2011-02-01T16:13:46.903Z,24.20770967,40.9504648,571.9865984
2011-02-01T16:18:51.280Z,24.29129429,41.12474046,572.5152079
2011-02-01T16:23:59.774Z,24.38401613,41.29880734,572.9771796
2011-02-01T16:29:02.835Z,24.45785959,41.46032494,573.4157606
2011-02-01T16:34:16.709Z,24.54675895,41.63076412,573.771371
2011-02-01T16:39:05.933Z,24.62640551,41.77054786,574.1530899
2011-02-01T16:44:18.758Z,24.7082888,41.92895203,574.5198798
2011-02-01T16:49:03.850Z,24.77269801,42.08225642,574.7404664
2011-02-01T16:54:02.352Z,24.84710612,42.20397305,575.0719667
2011-02-01T16:58:53.199Z,24.91314042,42.35617544,575.3435483
2011-02-01T17:03:55.589Z,24.98315456,42.47325397,575.5967108
2011-02-01T17:08:43.651Z,25.03523633,42.60936225,575.7802446
2011-02-01T17:13:49.027Z,25.09893253,42.72620162,575.8701977
2011-02-01T17:19:03.217Z,25.16995832,42.84618564,576.0217863
2011-02-01T17:23:57.384Z,25.22413313,42.98027837,576.2084189
2011-02-01T17:29:11.213Z,25.29048715,43.09471327,576.3052326
2011-02-01T17:34:21.639Z,25.33999079,43.19806327,576.2223768
2011-02-01T17:39:28.885Z,25.39222289,43.28237987,576.2994938
2011-02-01T17:44:32.310Z,25.43858271,43.38973139,577.6024572
2011-02-01T17:49:40.176Z,25.49268124,43.48466722,579.6233483
2011-02-01T17:54:37.221Z,25.52967275,43.569746,581.7806699
2011-02-01T17:59:22.624Z,25.57773171,43.65219438,583.6305309
2011-02-01T18:04:26.587Z,25.61015761,43.73167935,585.7575186
2011-02-01T18:09:27.329Z,25.64301751,43.78696554,587.8303909
2011-02-01T18:14:16.899Z,25.68182688,43.85012766,589.7328185
2011-02-01T18:19:11.747Z,25.71521144,43.92809831,591.5912014
2011-02-01T18:24:06.619Z,25.73851725,43.97049387,593.7083642
2011-02-01T18:29:20.123Z,25.77449518,44.01311589,595.6167179
2011-02-01T18:34:11.154Z,25.79704242,44.05483507,597.4792469
2011-02-01T18:39:20.853Z,25.81957129,44.09998141,599.4762007
2011-02-01T18:44:07.292Z,25.83419428,44.14539342,601.4578502
2011-02-01T18:49:08.963Z,25.84442894,44.17061486,603.2624456
2011-02-01T18:53:54.480Z,25.86356937,44.20670429,605.1228073
2011-02-01T18:59:00.490Z,25.87446371,44.22075728,606.9043999
2011-02-01T19:04:11.341Z,25.87868161,44.2405895,608.7724271
2011-02-01T19:09:15.481Z,25.89016959,44.23399469,610.5459636
2011-02-01T19:14:12.466Z,25.88723138,44.24527461,612.3548019
2011-02-01T19:18:58.016Z,25.89791096,44.33224028,613.8754664
2011-02-01T19:23:45.387Z,25.98558463,44.4646948,615.3709236
2011-02-01T19:28:38.110Z,26.07812689,44.60676633,617.0786862
2011-02-01T19:33:35.691Z,26.17861767,44.74284399,618.5268889
2011-02-01T19:38:26.948Z,26.27439712,44.87412657,620.0018015
2011-02-01T19:43:14.239Z,26.36289755,45.00329932,621.5835475
2011-02-01T19:48:09.086Z,26.46054796,45.13460574,622.8382462
2011-02-01T19:53:23.507Z,26.55876322,45.26505393,624.4456987
2011-02-01T19:58:24.663Z,26.65526311,45.39860477,625.774735
2011-02-01T20:03:32.392Z,26.74801029,45.53021949,627.0218608
2011-02-01T20:08:44.631Z,26.83643079,45.66744318,628.4808339
2011-02-01T20:13:33.303Z,26.91834005,45.78482419,629.5295098
2011-02-01T20:18:44.683Z,27.01208533,45.9157485,630.7816257
2011-02-01T20:23:52.920Z,27.09612866,46.03227892,631.7260932
2011-02-01T20:29:04.436Z,27.17348078,46.16220619,632.8734829
2011-02-01T20:34:17.524Z,27.25329687,46.28071298,633.7944311
2011-02-01T20:39:19.655Z,27.32722046,46.38976446,634.7838298
2011-02-01T20:44:10.390Z,27.39808983,46.48128819,635.5394326
2011-02-01T20:49:17.490Z,27.46418878,46.58856016,636.503508
2011-02-01T20:54:15.950Z,27.52671547,46.68147417,637.0931247
2011-02-01T20:59:24.540Z,27.58812524,46.78309756,637.8611606
2011-02-01T21:04:30.573Z,27.64567295,46.87554845,638.4146276
2011-02-01T21:09:19.973Z,27.69476821,46.94856552,638.8878726
2011-02-01T21:14:20.845Z,27.74664889,47.02860754,639.3665458
2011-02-01T21:19:15.610Z,27.78411364,47.10825638,639.8111723
2011-02-01T21:24:19.563Z,27.81894109,47.18549786,640.0771882
2011-02-01T21:29:30.960Z,27.85990379,47.24659255,640.4476482
2011-02-01T21:34:29.233Z,27.88782146,47.30802729,640.5865296
2011-02-01T21:39:16.475Z,27.91374999,47.36096931,640.8253575
2011-02-01T21:44:09.803Z,27.93150391,47.40919491,640.9898494
2011-02-01T21:49:05.469Z,27.94585654,47.44898214,640.8366282
2011-02-01T21:54:09.868Z,27.95744751,47.49215298,640.9015417
2011-02-01T21:59:08.164Z,27.97046758,47.51624796,640.6890556
2011-02-01T22:03:54.460Z,27.97125358,47.54465891,640.4302149
2011-02-01T22:08:46.975Z,27.96288153,47.57212626,640.0604491
2011-02-01T22:14:01.498Z,27.95476785,47.58737336,639.3690876
2011-02-01T22:18:55.505Z,27.94957807,47.59429004,638.881105
2011-02-01T22:24:05.798Z,27.93258444,47.60941603,637.9919177
2011-02-01T22:29:01.669Z,27.90535609,47.60353366,637.1100302
2011-02-01T22:33:53.422Z,27.87821463,47.60180195,636.2993221
2011-02-01T22:38:59.258Z,27.84296719,47.60080887,635.1915926
2011-02-01T22:44:03.027Z,27.80805888,47.59742934,633.8601137
2011-02-01T22:49:16.216Z,27.75699318,47.59260561,632.6868609
2011-02-01T22:54:15.636Z,27.71464638,47.58731819,631.2111125
2011-02-01T22:59:16.097Z,27.65866446,47.58031611,629.8901601
2011-02-01T23:04:12.083Z,27.60736239,47.57290804,628.1720882
2011-02-01T23:09:07.289Z,27.54687965,47.56405122,626.5684441
2011-02-01T23:13:55.020Z,27.47984249,47.55457214,624.8615114
2011-02-01T23:19:02.245Z,27.41655845,47.54459566,623.1697229
2011-02-01T23:23:57.788Z,27.34542334,47.53253329,621.1041631
2011-02-01T23:29:05.289Z,27.26100419,47.51869915,619.187858
2011-02-01T23:33:56.045Z,27.1828526,47.50601979,617.1546325
2011-02-01T23:38:47.592Z,27.10923151,47.49282409,614.9476202
2011-02-01T23:44:00.973Z,27.012995,47.47734065,612.6633138
2011-02-01T23:49:03.927Z,26.93019607,47.46155811,610.5494292
2011-02-01T23:54:10.439Z,26.83416558,47.44452996,608.2393841
2011-02-01T23:59:18.114Z,26.73075677,47.42890978,605.767531
2011-02-02T00:04:21.460Z,26.63975668,47.41007472,603.0816492
2011-02-02T00:09:14.505Z,26.53910579,47.39349173,600.8442375
2011-02-02T00:14:15.118Z,26.43611259,47.37363162,598.3394816
2011-02-02T00:19:27.557Z,26.32730344,47.35495111,595.6289612
2011-02-02T00:24:36.527Z,26.22476896,47.33373033,592.8241207
2011-02-02T00:29:34.599Z,26.11089604,47.31459317,590.4068265
2011-02-02T00:34:31.472Z,26.0068207,47.29534823,587.6055771
2011-02-02T00:39:28.355Z,25.90546749,47.27543982,585.1189874
2011-02-02T00:44:17.132Z,25.79529421,47.25462027,582.377756
2011-02-02T00:49:24.862Z,25.68836635,47.23401925,579.8454747
2011-02-02T00:54:12.984Z,25.64751532,47.21599296,577.0307127
2011-02-02T00:59:18.090Z,25.64396713,47.22538743,576.86841
2011-02-02T01:04:13.323Z,25.64438335,47.19610286,576.8817698
2011-02-02T01:09:05.572Z,25.63224438,47.16641175,576.6724042
2011-02-02T01:14:11.209Z,25.62183491,47.14640013,576.479974
2011-02-02T01:19:06.478Z,25.61502592,47.11952365,576.3987854
2011-02-02T01:24:00.414Z,25.5988837,47.06861754,576.0232302
2011-02-02T01:28:55.610Z,25.5735815,47.01348281,575.7049833
2011-02-02T01:34:08.188Z,25.55735734,46.95473967,575.3908189
2011-02-02T01:39:03.279Z,25.53306898,46.87816436,574.9638591
2011-02-02T01:43:57.141Z,25.50444763,46.8144674,574.4890323
2011-02-02T01:48:45.302Z,25.47477632,46.75168959,574.0977382
2011-02-02T01:53:33.115Z,25.44809553,46.64315839,573.6009932
2011-02-02T01:58:33.130Z,25.41010563,46.55948225,572.8995061
2011-02-02T02:03:28.239Z,25.37463031,46.45659176,572.3662243
2011-02-02T02:08:41.049Z,25.33521566,46.34744542,571.6523639
2011-02-02T02:13:37.472Z,25.29984765,46.2101608,571.0307473
2011-02-02T02:18:35.100Z,25.25213316,46.09036998,570.1500311
2011-02-02T02:23:27.737Z,25.20861178,45.95273253,569.3021574
2011-02-02T02:28:29.945Z,25.16422726,45.82571685,568.4291209
2011-02-02T02:33:33.952Z,25.10734063,45.6610504,567.5100188
2011-02-02T02:38:48.425Z,25.05343987,45.48993419,566.5159373
2011-02-02T02:43:33.582Z,25.0021859,45.34918513,565.7479145
2011-02-02T02:48:23.919Z,24.95129713,45.17681777,564.6575623
2011-02-02T02:53:25.815Z,24.88967921,45.00415645,563.5754699
2011-02-02T02:58:29.595Z,24.8267236,44.83693579,562.4634663
2011-02-02T03:03:32.411Z,24.76295652,44.62070358,561.3286522
2011-02-02T03:08:35.483Z,24.69767357,44.4166674,560.0496366
2011-02-02T03:13:32.809Z,24.63548024,44.23166985,558.9340722
2011-02-02T03:18:33.336Z,24.56476887,44.02368216,557.5500857
2011-02-02T03:23:40.619Z,24.49230726,43.79389271,556.3313287
2011-02-02T03:28:52.962Z,24.41834185,43.56585941,554.8645021
2011-02-02T03:34:07.734Z,24.34115286,43.33245004,553.4380593
2011-02-02T03:38:55.078Z,24.27118937,43.11632428,552.1621006
2011-02-02T03:43:46.768Z,24.18992006,42.87848141,550.7663281
2011-02-02T03:48:43.508Z,24.11902085,42.63113101,549.2022829
2011-02-02T03:53:39.329Z,24.03996137,42.40249151,547.6697204
2011-02-02T03:58:27.664Z,23.95885911,42.14743525,546.1819287
2011-02-02T04:03:16.498Z,23.88068306,41.88965986,544.7335475
2011-02-02T04:08:15.787Z,23.7934744,41.61904176,543.113833
2011-02-02T04:13:29.043Z,23.70992541,41.35202056,541.3909213
2011-02-02T04:18:35.540Z,23.62170055,41.06818163,539.7908812
2011-02-02T04:23:39.091Z,23.53114548,40.8004334,538.075557
2011-02-02T04:28:31.825Z,23.44006813,40.4933114,536.3058325
2011-02-02T04:33:30.626Z,23.35850901,40.22272825,534.532217
2011-02-02T04:38:44.703Z,23.26171988,39.91482852,532.7357689
2011-02-02T04:43:32.399Z,23.17078466,39.64726255,531.0921653
2011-02-02T04:48:34.792Z,23.07951527,39.34386361,529.2479843
2011-02-02T04:53:39.620Z,22.99043858,39.03527005,527.427616
2011-02-02T04:58:32.944Z,22.89491713,38.73490716,525.5103719
2011-02-02T05:03:21.169Z,22.8123736,38.4315456,523.7965527
2011-02-02T05:08:32.480Z,22.71415018,38.12058417,521.8091413
2011-02-02T05:13:42.063Z,22.61460351,37.79130932,519.9084399
2011-02-02T05:18:37.844Z,22.52637293,37.4856348,517.9434437
2011-02-02T05:23:29.528Z,22.43225034,37.15440626,516.1281672
2011-02-02T05:28:16.095Z,22.3377779,36.86757,514.3907508
2011-02-02T05:33:17.513Z,22.27829357,36.52784986,512.4139349
2011-02-02T05:38:23.881Z,22.27373277,36.19681825,510.2969637
2011-02-02T05:43:23.191Z,22.27648501,35.87892772,508.4102465
2011-02-02T05:48:25.246Z,22.26594936,35.52969824,506.4176438
2011-02-02T05:53:10.462Z,22.26650837,35.2084902,504.5966471
2011-02-02T05:58:07.583Z,22.25400217,34.88030608,502.504954
2011-02-02T06:03:04.448Z,22.24686005,34.56573981,500.5959117
2011-02-02T06:08:11.138Z,22.23860555,34.2270005,498.5545751
2011-02-02T06:13:10.202Z,22.23003208,33.89250741,496.5594765
2011-02-02T06:18:19.807Z,22.21059847,33.5630293,494.7121065
2011-02-02T06:23:17.608Z,22.19848424,33.2071714,494.710853
2011-02-02T06:28:05.094Z,22.18153141,33.17752568,494.7085293
2011-02-02T06:32:53.246Z,22.1721204,33.17570058,494.7022132
2011-02-02T06:37:54.601Z,22.14772629,33.1757981,494.6843243
2011-02-02T06:42:58.029Z,22.13053552,33.17111263,494.6707803
2011-02-02T06:47:44.341Z,22.10648682,33.1612372,494.6623868
2011-02-02T06:52:56.551Z,22.08712033,33.15638891,494.6386693
2011-02-02T06:58:02.416Z,22.06173541,33.14560591,494.6114953
2011-02-02T07:02:49.622Z,22.03856405,33.13753764,494.5864409
2011-02-02T07:07:34.871Z,22.01416427,33.12585946,494.5575589
2011-02-02T07:12:31.722Z,21.98357921,33.11467085,494.5180421
2011-02-02T07:17:17.447Z,21.96054284,33.10738769,494.4909354
2011-02-02T07:22:31.202Z,21.9271539,33.09104447,494.4491893
2011-02-02T07:27:30.478Z,21.89206377,33.07120223,494.40678
2011-02-02T07:32:35.383Z,21.86127738,33.0556909,494.3564731
2011-02-02T07:37:29.364Z,21.82880065,33.04027728,494.3068796
2011-02-02T07:42:42.812Z,21.79043508,33.01729867,494.2561585
2011-02-02T07:47:39.725Z,21.75553738,32.99960002,494.2029018
2011-02-02T07:52:32.185Z,21.71845257,32.97827648,494.1437157
2011-02-02T07:57:20.368Z,21.67608002,32.95540656,494.0919816
2011-02-02T08:02:30.283Z,22.21982058,33.28573224,496.3216024
2011-02-02T08:07:24.563Z,22.16987217,33.23447016,496.7334073
2011-02-02T08:12:12.526Z,22.11218428,33.18757197,497.1246796
2011-02-02T08:17:21.469Z,22.05150742,33.12526723,497.5236878
2011-02-02T08:22:07.747Z,21.98399817,33.07280067,497.8681064
2011-02-02T08:26:54.412Z,21.92309628,33.01753074,498.1951008
2011-02-02T08:31:55.924Z,21.8610459,32.9604107,498.5076456
2011-02-02T08:37:10.238Z,21.78174344,32.89804064,498.8460652
2011-02-02T08:42:17.616Z,21.70587538,32.83799188,499.1399043
2011-02-02T08:47:24.528Z,21.63566155,32.76612672,499.3519221
2011-02-02T08:52:17.777Z,21.55152524,32.70895996,499.6034509
2011-02-02T08:57:22.593Z,21.47989589,32.64308802,499.742663
2011-02-02T09:02:15.088Z,21.39570791,32.58072485,499.9736642
2011-02-02T09:07:27.028Z,21.31221094,32.50313291,500.1072228
2011-02-02T09:12:19.046Z,21.23251676,32.43629983,500.1846122
2011-02-02T09:17:13.280Z,21.14592546,32.37025861,500.255955
2011-02-02T09:22:14.563Z,21.05685913,32.29563674,500.3279729
2011-02-02T09:27:09.739Z,20.97066777,32.22875309,500.3482464
2011-02-02T09:32:04.623Z,20.87348059,32.15261487,500.8455972
2011-02-02T09:37:07.645Z,20.78718597,32.08261725,502.1874954
2011-02-02T09:42:10.338Z,20.68363241,32.00580683,503.5123315
2011-02-02T09:47:08.711Z,20.59745752,31.92550901,504.7705793
2011-02-02T09:52:22.242Z,20.49533315,31.84463988,506.1743277
2011-02-02T09:57:28.384Z,20.38957122,31.76350464,507.5397761
2011-02-02T10:02:21.955Z,20.28819616,31.69326141,508.8165524
2011-02-02T10:07:28.195Z,20.19206271,31.60548478,510.1110986
2011-02-02T10:12:42.107Z,20.07949981,31.5220691,511.4645624
2011-02-02T10:17:50.770Z,19.96726504,31.44281289,512.8032087
2011-02-02T10:22:58.803Z,19.8597837,31.35426666,514.2631524
2011-02-02T10:28:09.708Z,19.75147856,31.27291651,515.5156689
2011-02-02T10:33:24.060Z,19.63252347,31.17799341,516.9093147
2011-02-02T10:38:28.923Z,19.52208854,31.09124236,518.2454202
2011-02-02T10:43:15.277Z,19.41815252,31.01810429,519.4973625
2011-02-02T10:48:04.907Z,19.31244068,30.93465328,520.7231173
2011-02-02T10:53:15.697Z,19.20506202,30.84109317,522.0784695
2011-02-02T10:58:20.869Z,19.08194481,30.75726703,523.3829629
2011-02-02T11:03:20.594Z,18.97141155,30.66424484,524.5333486
2011-02-02T11:08:21.522Z,18.85349947,30.5810012,525.7948132
2011-02-02T11:13:30.755Z,18.74194131,30.48752676,527.1178257
2011-02-02T11:18:42.800Z,18.62513091,30.3927367,528.4074137
2011-02-02T11:23:54.197Z,18.50077851,30.30032153,529.7424618
2011-02-02T11:28:39.958Z,18.38715394,30.22199359,530.9194444
2011-02-02T11:33:39.978Z,18.27159092,30.1265263,532.0646122
2011-02-02T11:38:48.277Z,18.1580276,30.03523008,533.4174984
2011-02-02T11:43:57.078Z,18.04078335,29.94190333,534.5704316
2011-02-02T11:48:46.992Z,17.92059672,29.85952303,535.8278942
2011-02-02T11:53:40.300Z,17.89840894,29.76817639,536.9167428
2011-02-02T11:58:33.491Z,18.04398944,29.67561342,538.1190664
2011-02-02T12:03:41.148Z,18.19646591,29.58312188,539.3536566
2011-02-02T12:08:44.124Z,18.35295008,29.63518371,540.5258466
2011-02-02T12:13:48.773Z,18.5020531,29.96306083,541.6146859
2011-02-02T12:18:58.110Z,18.64092758,30.27705707,542.7459087
2011-02-02T12:23:46.490Z,18.78227638,30.59811592,543.8817164
2011-02-02T12:28:44.739Z,18.93488147,30.88303626,545.0055113
2011-02-02T12:33:39.710Z,19.07239251,31.20463321,546.132392
2011-02-02T12:38:48.159Z,19.22854317,31.51943543,547.1535543
2011-02-02T12:43:52.033Z,19.37974724,31.84412027,548.3414598
2011-02-02T12:48:52.675Z,19.513158,32.1616329,549.2895566
2011-02-02T12:53:57.288Z,19.66457568,32.46969153,550.3984699
2011-02-02T12:58:44.477Z,19.80343519,32.76204838,551.4263409
2011-02-02T13:03:59.389Z,19.94972719,33.08461154,552.5447628
2011-02-02T13:08:49.890Z,20.08902934,33.38992041,553.5086383
2011-02-02T13:13:35.983Z,20.22435375,33.69073737,554.3956257
2011-02-02T13:18:42.621Z,20.37249438,33.98775124,555.4296509
2011-02-02T13:23:35.176Z,20.50527847,34.30342391,556.3853499
2011-02-02T13:28:22.430Z,20.6394715,34.5751192,557.2490583
2011-02-02T13:33:31.810Z,20.773811,34.89727267,558.2899303
2011-02-02T13:38:22.580Z,20.90828058,35.1752885,559.1726007
2011-02-02T13:43:22.850Z,21.03578374,35.47808251,560.0493501
2011-02-02T13:48:13.394Z,21.16486821,35.76719208,561.0068596
2011-02-02T13:52:58.563Z,21.29754774,36.04432968,561.7539468
2011-02-02T13:57:51.097Z,21.42326061,36.32069901,562.5843993
2011-02-02T14:03:05.420Z,21.56663743,36.59470166,563.4755663
2011-02-02T14:08:08.245Z,21.69382314,36.88525881,564.339968
2011-02-02T14:13:00.457Z,21.815051,37.16578971,565.1372817
2011-02-02T14:17:54.064Z,21.9437631,37.448571,565.9463118
2011-02-02T14:22:52.786Z,22.06542604,37.69715435,566.7237008
2011-02-02T14:27:42.774Z,22.18912031,37.95803742,567.4305547
2011-02-02T14:32:50.741Z,22.30901842,38.25239127,568.278913
2011-02-02T14:38:05.350Z,22.43259006,38.52538677,569.0189491
2011-02-02T14:43:19.467Z,22.5617352,38.78118467,569.7089034
2011-02-02T14:48:33.223Z,22.68791208,39.06422888,570.4939195
2011-02-02T14:53:47.384Z,22.80322223,39.31751898,571.1196096
2011-02-02T14:58:55.019Z,22.92272703,39.58772155,571.7987302
2011-02-02T15:03:48.446Z,23.03206892,39.82407597,572.4384265
2011-02-02T15:08:45.410Z,23.12929726,40.06439444,573.0285971
2011-02-02T15:13:56.116Z,23.24428149,40.31172909,573.6085818
2011-02-02T15:19:06.712Z,23.34941639,40.54293644,574.2077702
2011-02-02T15:24:14.739Z,23.4575942,40.79697328,574.7889113
2011-02-02T15:29:29.175Z,23.5719322,41.02038663,575.3408066
2011-02-02T15:34:41.943Z,23.66498435,41.26863646,575.8991105
2011-02-02T15:39:47.203Z,23.76919389,41.45789306,576.4723126
2011-02-02T15:44:36.598Z,23.86429559,41.67270448,576.8779606
2011-02-02T15:49:26.099Z,23.95455811,41.87157354,577.2969925
2011-02-02T15:54:38.233Z,24.04923578,42.08376632,577.8086827
2011-02-02T15:59:29.721Z,24.1218357,42.27978792,578.1156521
2011-02-02T16:04:33.000Z,24.22161401,42.46371666,578.5151406
2011-02-02T16:09:20.433Z,24.30022746,42.66137119,578.8827752
2011-02-02T16:14:10.540Z,24.38061212,42.84298263,579.2213692
2011-02-02T16:19:08.401Z,24.45301563,42.99888304,579.6150214
2011-02-02T16:24:03.651Z,24.53402598,43.17024046,579.9759497
2011-02-02T16:29:01.992Z,24.60799076,43.3344159,580.1676362
2011-02-02T16:33:47.831Z,24.67643002,43.48446285,580.4035306
2011-02-02T16:38:39.208Z,24.73393792,43.64222142,580.7738131
2011-02-02T16:43:47.469Z,24.80710919,43.81484806,581.0123224
2011-02-02T16:48:48.899Z,24.86534293,43.94969041,581.2089369
2011-02-02T16:54:00.693Z,24.93224498,44.09897319,581.3834998
2011-02-02T16:59:04.117Z,24.98965978,44.240855,581.5504442
2011-02-02T17:04:05.600Z,25.04825917,44.3546578,581.7233528
2011-02-02T17:08:53.378Z,25.11069484,44.47394986,581.8191486
2011-02-02T17:13:50.211Z,25.15601946,44.59474672,581.8255309
